"wbic","year","survey.seq.no","survey.begin.date","survey.end.date","month","daytype","n.marks.recapped","totalFishExamined"
2242500,2003,96092,2003-05-03,2004-03-01,5,"weekday",5,16
2242500,2003,96092,2003-05-03,2004-03-01,5,"weekend",7,22
2242500,2003,96092,2003-05-03,2004-03-01,6,"weekday",0,2
2242500,2003,96092,2003-05-03,2004-03-01,6,"weekend",1,2
2242500,2003,96092,2003-05-03,2004-03-01,7,"weekday",0,3
2242500,2003,96092,2003-05-03,2004-03-01,9,"weekday",0,1
2242500,2003,96092,2003-05-03,2004-03-01,12,"weekday",0,1
2242500,2003,96092,2003-05-03,2004-03-01,12,"weekend",7,22
2267800,2005,95963,2005-05-07,2006-03-05,1,"weekend",0,1
2267800,2005,95963,2005-05-07,2006-03-05,2,"weekday",0,1
2267800,2005,95963,2005-05-07,2006-03-05,2,"weekend",1,1
2267800,2005,95963,2005-05-07,2006-03-05,5,"weekday",1,8
2267800,2005,95963,2005-05-07,2006-03-05,5,"weekend",7,34
2267800,2005,95963,2005-05-07,2006-03-05,7,"weekend",2,6
2267800,2005,95963,2005-05-07,2006-03-05,8,"weekday",0,2
2267800,2005,95963,2005-05-07,2006-03-05,8,"weekend",0,2
2267800,2005,95963,2005-05-07,2006-03-05,9,"weekday",0,1
2267800,2005,95963,2005-05-07,2006-03-05,9,"weekend",1,7
2267800,2005,95963,2005-05-07,2006-03-05,10,"weekend",0,1
2267800,2005,95963,2005-05-07,2006-03-05,12,"weekday",0,1
2267800,2018,515086665,2018-05-05,2019-03-03,5,"weekday",3,9
2267800,2018,515086665,2018-05-05,2019-03-03,5,"weekend",0,5
2267800,2018,515086665,2018-05-05,2019-03-03,6,"weekday",1,4
2267800,2018,515086665,2018-05-05,2019-03-03,6,"weekend",1,3
2267800,2018,515086665,2018-05-05,2019-03-03,7,"weekday",0,7
2267800,2018,515086665,2018-05-05,2019-03-03,7,"weekend",0,3
2267800,2018,515086665,2018-05-05,2019-03-03,8,"weekday",2,12
2267800,2018,515086665,2018-05-05,2019-03-03,8,"weekend",0,6
2267800,2018,515086665,2018-05-05,2019-03-03,9,"weekend",0,1
2267800,2018,515086665,2018-05-05,2019-03-03,10,"weekend",1,5
2268300,2005,96069,2005-05-07,2006-03-05,1,"weekend",2,3
2268300,2005,96069,2005-05-07,2006-03-05,5,"weekend",0,3
2268300,2005,96069,2005-05-07,2006-03-05,10,"weekday",0,1
2268300,2005,96069,2005-05-07,2006-03-05,10,"weekend",0,2
2268300,2005,96069,2005-05-07,2006-03-05,12,"weekday",0,1
2268300,2005,96069,2005-05-07,2006-03-05,12,"weekend",1,4
2268300,2018,515086675,2018-05-05,2019-03-03,2,"weekend",0,1
2268300,2018,515086675,2018-05-05,2019-03-03,5,"weekday",1,4
2268300,2018,515086675,2018-05-05,2019-03-03,5,"weekend",0,11
2268300,2018,515086675,2018-05-05,2019-03-03,6,"weekday",0,2
2268300,2018,515086675,2018-05-05,2019-03-03,7,"weekday",0,4
2268300,2018,515086675,2018-05-05,2019-03-03,7,"weekend",0,3
2268300,2018,515086675,2018-05-05,2019-03-03,8,"weekday",0,2
2268300,2018,515086675,2018-05-05,2019-03-03,9,"weekday",1,3
2268300,2018,515086675,2018-05-05,2019-03-03,9,"weekend",0,1
2268300,2018,515086675,2018-05-05,2019-03-03,10,"weekend",0,2
2268500,2005,95916,2005-05-07,2006-03-05,1,"weekend",1,1
2268500,2005,95916,2005-05-07,2006-03-05,5,"weekday",1,1
2268500,2018,515086674,2018-05-05,2019-03-03,10,"weekend",0,1
2268600,2005,96053,2005-05-07,2006-03-05,6,"weekday",2,2
2268600,2005,96053,2005-05-07,2006-03-05,10,"weekend",0,1
2268600,2018,515086677,2018-05-05,2019-03-03,5,"weekday",1,4
2268600,2018,515086677,2018-05-05,2019-03-03,8,"weekday",0,1
2271600,2003,95867,2003-05-03,2004-03-01,2,"weekend",0,1
2271600,2003,95867,2003-05-03,2004-03-01,5,"weekday",1,9
2271600,2003,95867,2003-05-03,2004-03-01,5,"weekend",7,28
2271600,2003,95867,2003-05-03,2004-03-01,6,"weekday",0,7
2271600,2003,95867,2003-05-03,2004-03-01,6,"weekend",3,10
2271600,2003,95867,2003-05-03,2004-03-01,7,"weekday",2,11
2271600,2003,95867,2003-05-03,2004-03-01,7,"weekend",4,12
2271600,2003,95867,2003-05-03,2004-03-01,8,"weekday",1,3
2271600,2003,95867,2003-05-03,2004-03-01,8,"weekend",1,3
2271600,2003,95867,2003-05-03,2004-03-01,9,"weekday",0,1
2271600,2003,95867,2003-05-03,2004-03-01,10,"weekday",1,20
2271600,2003,95867,2003-05-03,2004-03-01,10,"weekend",1,14
2271600,2016,515081417,2016-05-07,2017-03-05,1,"weekend",0,1
2271600,2016,515081417,2016-05-07,2017-03-05,3,"weekend",1,1
2271600,2016,515081417,2016-05-07,2017-03-05,5,"weekday",6,23
2271600,2016,515081417,2016-05-07,2017-03-05,5,"weekend",6,22
2271600,2016,515081417,2016-05-07,2017-03-05,6,"weekday",0,12
2271600,2016,515081417,2016-05-07,2017-03-05,6,"weekend",1,4
2271600,2016,515081417,2016-05-07,2017-03-05,7,"weekday",0,4
2271600,2016,515081417,2016-05-07,2017-03-05,7,"weekend",1,9
2271600,2016,515081417,2016-05-07,2017-03-05,8,"weekday",0,3
2271600,2016,515081417,2016-05-07,2017-03-05,8,"weekend",0,1
2271600,2016,515081417,2016-05-07,2017-03-05,9,"weekday",0,1
2271600,2016,515081417,2016-05-07,2017-03-05,9,"weekend",0,6
2271600,2016,515081417,2016-05-07,2017-03-05,10,"weekday",1,1
2271600,2016,515081417,2016-05-07,2017-03-05,10,"weekend",0,5
2272600,2006,98240,2006-05-06,2007-03-04,1,"weekday",1,6
2272600,2006,98240,2006-05-06,2007-03-04,1,"weekend",1,8
2272600,2006,98240,2006-05-06,2007-03-04,2,"weekday",1,3
2272600,2006,98240,2006-05-06,2007-03-04,2,"weekend",0,5
2272600,2006,98240,2006-05-06,2007-03-04,5,"weekday",21,93
2272600,2006,98240,2006-05-06,2007-03-04,5,"weekend",29,140
2272600,2006,98240,2006-05-06,2007-03-04,6,"weekday",19,118
2272600,2006,98240,2006-05-06,2007-03-04,6,"weekend",13,57
2272600,2006,98240,2006-05-06,2007-03-04,7,"weekday",5,22
2272600,2006,98240,2006-05-06,2007-03-04,7,"weekend",5,22
2272600,2006,98240,2006-05-06,2007-03-04,8,"weekday",1,1
2272600,2006,98240,2006-05-06,2007-03-04,8,"weekend",0,4
2272600,2006,98240,2006-05-06,2007-03-04,9,"weekday",0,3
2272600,2006,98240,2006-05-06,2007-03-04,9,"weekend",0,1
2272600,2006,98240,2006-05-06,2007-03-04,12,"weekday",3,22
2272600,2006,98240,2006-05-06,2007-03-04,12,"weekend",1,8
2275100,1995,95872,1995-05-06,1996-03-01,5,"weekday",0,4
2275100,1995,95872,1995-05-06,1996-03-01,6,"weekend",0,1
2275100,2013,377041396,2013-05-04,2014-03-02,1,"weekday",0,2
2275100,2013,377041396,2013-05-04,2014-03-02,1,"weekend",0,2
2275100,2013,377041396,2013-05-04,2014-03-02,5,"weekday",1,1
2275100,2013,377041396,2013-05-04,2014-03-02,6,"weekend",0,1
2275100,2013,377041396,2013-05-04,2014-03-02,7,"weekday",1,9
2275100,2013,377041396,2013-05-04,2014-03-02,9,"weekday",0,1
2275100,2013,377041396,2013-05-04,2014-03-02,12,"weekday",0,2
2275100,2013,377041396,2013-05-04,2014-03-02,12,"weekend",0,1
2275100,2021,515094963,2021-05-01,2022-03-06,5,"weekend",0,2
2275100,2021,515094963,2021-05-01,2022-03-06,6,"weekday",0,1
2275100,2021,515094963,2021-05-01,2022-03-06,6,"weekend",0,2
2275100,2021,515094963,2021-05-01,2022-03-06,7,"weekend",0,4
2275100,2021,515094963,2021-05-01,2022-03-06,8,"weekday",0,1
2275100,2021,515094963,2021-05-01,2022-03-06,9,"weekday",0,4
2275100,2021,515094963,2021-05-01,2022-03-06,9,"weekend",1,4
2275300,1995,95875,1995-05-06,1996-03-01,5,"weekday",1,4
2275300,1995,95875,1995-05-06,1996-03-01,5,"weekend",0,3
2275300,2013,377041398,2013-05-04,2014-03-02,2,"weekend",0,1
2275300,2013,377041398,2013-05-04,2014-03-02,6,"weekday",0,3
2275300,2013,377041398,2013-05-04,2014-03-02,6,"weekend",1,3
2275300,2013,377041398,2013-05-04,2014-03-02,7,"weekday",0,3
2275300,2013,377041398,2013-05-04,2014-03-02,12,"weekend",0,1
2275300,2020,515092844,2020-05-02,2021-03-07,1,"weekday",0,1
2275300,2020,515092844,2020-05-02,2021-03-07,1,"weekend",0,2
2275300,2020,515092844,2020-05-02,2021-03-07,2,"weekend",0,1
2275300,2020,515092844,2020-05-02,2021-03-07,3,"weekend",0,1
2275300,2020,515092844,2020-05-02,2021-03-07,8,"weekend",0,1
2275300,2020,515092844,2020-05-02,2021-03-07,10,"weekend",0,1
2275300,2020,515092844,2020-05-02,2021-03-07,12,"weekday",0,1
2275300,2020,515092844,2020-05-02,2021-03-07,12,"weekend",0,6
2283300,1990,665399,1990-05-05,1991-03-01,1,"weekday",0,3
2283300,1990,665399,1990-05-05,1991-03-01,1,"weekend",0,1
2283300,1990,665399,1990-05-05,1991-03-01,2,"weekday",0,5
2283300,1990,665399,1990-05-05,1991-03-01,2,"weekend",2,13
2283300,1990,665399,1990-05-05,1991-03-01,5,"weekday",1,4
2283300,1990,665399,1990-05-05,1991-03-01,5,"weekend",1,11
2283300,1990,665399,1990-05-05,1991-03-01,6,"weekday",2,5
2283300,1990,665399,1990-05-05,1991-03-01,6,"weekend",1,6
2283300,1990,665399,1990-05-05,1991-03-01,7,"weekday",0,6
2283300,1990,665399,1990-05-05,1991-03-01,7,"weekend",0,3
2283300,1990,665399,1990-05-05,1991-03-01,8,"weekday",0,6
2283300,1990,665399,1990-05-05,1991-03-01,8,"weekend",0,3
2283300,1990,665399,1990-05-05,1991-03-01,9,"weekend",0,7
2283300,1990,665399,1990-05-05,1991-03-01,10,"weekday",0,3
2283300,1990,665399,1990-05-05,1991-03-01,12,"weekend",1,6
2283300,1996,95827,1996-05-04,1997-03-01,6,"weekend",0,2
2283300,1996,95827,1996-05-04,1997-03-01,8,"weekend",0,1
2283300,2003,95825,2003-05-03,2004-03-01,1,"weekday",1,15
2283300,2003,95825,2003-05-03,2004-03-01,1,"weekend",3,27
2283300,2003,95825,2003-05-03,2004-03-01,2,"weekday",0,2
2283300,2003,95825,2003-05-03,2004-03-01,2,"weekend",0,7
2283300,2003,95825,2003-05-03,2004-03-01,5,"weekday",16,62
2283300,2003,95825,2003-05-03,2004-03-01,5,"weekend",16,66
2283300,2003,95825,2003-05-03,2004-03-01,6,"weekday",2,11
2283300,2003,95825,2003-05-03,2004-03-01,6,"weekend",4,19
2283300,2003,95825,2003-05-03,2004-03-01,7,"weekday",2,12
2283300,2003,95825,2003-05-03,2004-03-01,7,"weekend",0,1
2283300,2003,95825,2003-05-03,2004-03-01,8,"weekday",2,23
2283300,2003,95825,2003-05-03,2004-03-01,8,"weekend",4,19
2283300,2003,95825,2003-05-03,2004-03-01,9,"weekday",0,14
2283300,2003,95825,2003-05-03,2004-03-01,9,"weekend",0,21
2283300,2003,95825,2003-05-03,2004-03-01,10,"weekday",0,15
2283300,2003,95825,2003-05-03,2004-03-01,10,"weekend",0,2
2283300,2003,95825,2003-05-03,2004-03-01,12,"weekday",2,4
2283300,2003,95825,2003-05-03,2004-03-01,12,"weekend",0,16
2283300,2019,515089462,2019-05-04,2020-03-01,1,"weekday",0,6
2283300,2019,515089462,2019-05-04,2020-03-01,1,"weekend",1,15
2283300,2019,515089462,2019-05-04,2020-03-01,2,"weekday",2,4
2283300,2019,515089462,2019-05-04,2020-03-01,2,"weekend",1,12
2283300,2019,515089462,2019-05-04,2020-03-01,3,"weekend",0,6
2283300,2019,515089462,2019-05-04,2020-03-01,5,"weekday",2,43
2283300,2019,515089462,2019-05-04,2020-03-01,5,"weekend",5,46
2283300,2019,515089462,2019-05-04,2020-03-01,6,"weekday",13,98
2283300,2019,515089462,2019-05-04,2020-03-01,6,"weekend",3,42
2283300,2019,515089462,2019-05-04,2020-03-01,7,"weekday",4,17
2283300,2019,515089462,2019-05-04,2020-03-01,7,"weekend",0,2
2283300,2019,515089462,2019-05-04,2020-03-01,8,"weekday",1,16
2283300,2019,515089462,2019-05-04,2020-03-01,8,"weekend",0,3
2283300,2019,515089462,2019-05-04,2020-03-01,9,"weekday",0,5
2283300,2019,515089462,2019-05-04,2020-03-01,9,"weekend",2,5
2283300,2019,515089462,2019-05-04,2020-03-01,10,"weekday",2,35
2283300,2019,515089462,2019-05-04,2020-03-01,12,"weekday",0,8
2283300,2019,515089462,2019-05-04,2020-03-01,12,"weekend",0,10
2294900,1992,98230,1992-05-02,1993-03-01,1,"weekday",0,2
2294900,1992,98230,1992-05-02,1993-03-01,1,"weekend",0,1
2294900,1992,98230,1992-05-02,1993-03-01,5,"weekday",0,5
2294900,1992,98230,1992-05-02,1993-03-01,10,"weekend",0,1
2294900,1992,98230,1992-05-02,1993-03-01,12,"weekday",1,3
2294900,1992,98230,1992-05-02,1993-03-01,12,"weekend",1,10
2294900,1997,98229,1997-05-03,1998-03-01,9,"weekday",0,4
2294900,1997,98229,1997-05-03,1998-03-01,10,"weekday",0,4
2294900,2009,16443508,2009-05-02,2009-10-31,5,"weekday",20,281
2294900,2009,16443508,2009-05-02,2009-10-31,5,"weekend",21,264
2294900,2009,16443508,2009-05-02,2009-10-31,6,"weekday",1,42
2294900,2009,16443508,2009-05-02,2009-10-31,6,"weekend",5,61
2294900,2009,16443508,2009-05-02,2009-10-31,7,"weekday",5,50
2294900,2009,16443508,2009-05-02,2009-10-31,7,"weekend",5,31
2294900,2009,16443508,2009-05-02,2009-10-31,8,"weekday",4,36
2294900,2009,16443508,2009-05-02,2009-10-31,8,"weekend",2,30
2294900,2009,16443508,2009-05-02,2009-10-31,9,"weekday",2,28
2294900,2009,16443508,2009-05-02,2009-10-31,9,"weekend",8,50
2294900,2009,16443508,2009-05-02,2009-10-31,10,"weekday",6,100
2294900,2009,16443508,2009-05-02,2009-10-31,10,"weekend",9,103
2294900,2009,29611902,2009-12-01,2010-03-07,1,"weekday",0,14
2294900,2009,29611902,2009-12-01,2010-03-07,1,"weekend",1,40
2294900,2009,29611902,2009-12-01,2010-03-07,2,"weekday",0,18
2294900,2009,29611902,2009-12-01,2010-03-07,2,"weekend",4,27
2294900,2009,29611902,2009-12-01,2010-03-07,12,"weekday",0,9
2294900,2009,29611902,2009-12-01,2010-03-07,12,"weekend",0,16
2294900,2016,515081291,2016-05-07,2017-03-05,1,"weekday",0,1
2294900,2016,515081291,2016-05-07,2017-03-05,1,"weekend",3,15
2294900,2016,515081291,2016-05-07,2017-03-05,2,"weekday",0,2
2294900,2016,515081291,2016-05-07,2017-03-05,2,"weekend",1,13
2294900,2016,515081291,2016-05-07,2017-03-05,5,"weekday",18,177
2294900,2016,515081291,2016-05-07,2017-03-05,5,"weekend",11,129
2294900,2016,515081291,2016-05-07,2017-03-05,6,"weekday",7,63
2294900,2016,515081291,2016-05-07,2017-03-05,6,"weekend",5,50
2294900,2016,515081291,2016-05-07,2017-03-05,7,"weekday",2,17
2294900,2016,515081291,2016-05-07,2017-03-05,7,"weekend",4,40
2294900,2016,515081291,2016-05-07,2017-03-05,8,"weekday",3,24
2294900,2016,515081291,2016-05-07,2017-03-05,8,"weekend",0,13
2294900,2016,515081291,2016-05-07,2017-03-05,9,"weekday",2,14
2294900,2016,515081291,2016-05-07,2017-03-05,9,"weekend",1,14
2294900,2016,515081291,2016-05-07,2017-03-05,10,"weekday",1,53
2294900,2016,515081291,2016-05-07,2017-03-05,10,"weekend",2,52
2294900,2016,515081291,2016-05-07,2017-03-05,12,"weekday",1,2
2294900,2016,515081291,2016-05-07,2017-03-05,12,"weekend",1,7
2295200,1997,131668913,1997-05-03,1997-10-30,7,"weekday",0,5
2295200,1997,131668913,1997-05-03,1997-10-30,7,"weekend",1,4
2295200,1997,131668913,1997-05-03,1997-10-30,8,"weekday",0,4
2295200,1997,131668913,1997-05-03,1997-10-30,8,"weekend",1,1
2295200,1997,131668913,1997-05-03,1997-10-30,9,"weekday",0,12
2295200,1997,131668913,1997-05-03,1997-10-30,9,"weekend",0,2
2295200,1997,131668913,1997-05-03,1997-10-30,10,"weekday",0,8
2295200,1997,131668913,1997-05-03,1997-10-30,10,"weekend",0,8
2295200,2009,17212243,2009-05-02,2009-10-31,5,"weekday",0,4
2295200,2009,17212243,2009-05-02,2009-10-31,5,"weekend",0,3
2295200,2009,17212243,2009-05-02,2009-10-31,6,"weekday",2,9
2295200,2009,17212243,2009-05-02,2009-10-31,6,"weekend",0,2
2295200,2009,17212243,2009-05-02,2009-10-31,7,"weekday",5,18
2295200,2009,17212243,2009-05-02,2009-10-31,8,"weekend",2,10
2295200,2009,17212243,2009-05-02,2009-10-31,9,"weekday",2,5
2295200,2009,17212243,2009-05-02,2009-10-31,9,"weekend",2,10
2295200,2009,29611901,2009-12-01,2010-03-07,1,"weekday",4,15
2295200,2009,29611901,2009-12-01,2010-03-07,1,"weekend",3,16
2295200,2009,29611901,2009-12-01,2010-03-07,2,"weekday",5,17
2295200,2009,29611901,2009-12-01,2010-03-07,2,"weekend",3,18
2295200,2009,29611901,2009-12-01,2010-03-07,12,"weekend",1,5
2295200,2016,515081307,2016-05-07,2017-03-05,2,"weekend",1,3
2295200,2016,515081307,2016-05-07,2017-03-05,5,"weekend",0,2
2295200,2016,515081307,2016-05-07,2017-03-05,7,"weekday",1,1
2295200,2016,515081307,2016-05-07,2017-03-05,10,"weekday",0,18
2295200,2016,515081307,2016-05-07,2017-03-05,10,"weekend",0,6
2301800,2023,515099434,2023-05-06,2024-03-03,6,"weekend",0,1
2301800,2023,515099434,2023-05-06,2024-03-03,7,"weekday",0,1
2303500,2010,52108945,2010-05-01,2011-03-06,2,"weekday",0,1
2303500,2010,52108945,2010-05-01,2011-03-06,6,"weekday",0,2
2303500,2010,52108945,2010-05-01,2011-03-06,7,"weekday",0,2
2303500,2010,52108945,2010-05-01,2011-03-06,7,"weekend",1,1
2303500,2010,52108945,2010-05-01,2011-03-06,8,"weekday",0,1
2303500,2010,52108945,2010-05-01,2011-03-06,8,"weekend",2,3
2303500,2010,52108945,2010-05-01,2011-03-06,9,"weekend",0,1
2303500,2010,52108945,2010-05-01,2011-03-06,12,"weekday",0,1
2303500,2015,515077915,2015-05-02,2016-03-06,5,"weekday",2,3
2303500,2015,515077915,2015-05-02,2016-03-06,5,"weekend",2,3
2303500,2015,515077915,2015-05-02,2016-03-06,8,"weekday",0,2
2303500,2015,515077915,2015-05-02,2016-03-06,10,"weekday",0,1
2303500,2015,515077915,2015-05-02,2016-03-06,10,"weekend",0,3
2306300,2007,96419,2007-05-05,2008-03-02,1,"weekend",2,4
2306300,2007,96419,2007-05-05,2008-03-02,2,"weekend",0,1
2306300,2007,96419,2007-05-05,2008-03-02,5,"weekday",0,3
2306300,2007,96419,2007-05-05,2008-03-02,5,"weekend",1,2
2306300,2007,96419,2007-05-05,2008-03-02,6,"weekday",0,1
2306300,2007,96419,2007-05-05,2008-03-02,7,"weekday",0,1
2306300,2007,96419,2007-05-05,2008-03-02,7,"weekend",0,1
2306300,2007,96419,2007-05-05,2008-03-02,8,"weekend",1,1
2306300,2007,96419,2007-05-05,2008-03-02,12,"weekday",0,1
2306300,2007,96419,2007-05-05,2008-03-02,12,"weekend",0,3
2310200,2010,47850880,2010-05-01,2011-03-06,1,"weekday",0,1
2310200,2010,47850880,2010-05-01,2011-03-06,2,"weekend",1,1
2310200,2010,47850880,2010-05-01,2011-03-06,5,"weekday",2,17
2310200,2010,47850880,2010-05-01,2011-03-06,5,"weekend",1,11
2310200,2010,47850880,2010-05-01,2011-03-06,6,"weekday",1,7
2310200,2010,47850880,2010-05-01,2011-03-06,6,"weekend",0,5
2310200,2010,47850880,2010-05-01,2011-03-06,7,"weekday",0,1
2310200,2010,47850880,2010-05-01,2011-03-06,7,"weekend",1,4
2310200,2010,47850880,2010-05-01,2011-03-06,8,"weekday",0,2
2310200,2010,47850880,2010-05-01,2011-03-06,8,"weekend",0,6
2310200,2010,47850880,2010-05-01,2011-03-06,9,"weekday",0,9
2310200,2010,47850880,2010-05-01,2011-03-06,9,"weekend",1,9
2310200,2010,47850880,2010-05-01,2011-03-06,10,"weekday",0,7
2310200,2010,47850880,2010-05-01,2011-03-06,10,"weekend",0,13
2310400,2010,47850877,2010-05-01,2011-03-06,1,"weekday",0,2
2310400,2010,47850877,2010-05-01,2011-03-06,2,"weekend",0,4
2310400,2010,47850877,2010-05-01,2011-03-06,5,"weekday",0,12
2310400,2010,47850877,2010-05-01,2011-03-06,5,"weekend",1,16
2310400,2010,47850877,2010-05-01,2011-03-06,6,"weekday",0,4
2310400,2010,47850877,2010-05-01,2011-03-06,6,"weekend",0,1
2310400,2010,47850877,2010-05-01,2011-03-06,7,"weekday",0,14
2310400,2010,47850877,2010-05-01,2011-03-06,7,"weekend",0,4
2310400,2010,47850877,2010-05-01,2011-03-06,8,"weekday",1,14
2310400,2010,47850877,2010-05-01,2011-03-06,8,"weekend",2,18
2310400,2010,47850877,2010-05-01,2011-03-06,9,"weekday",1,15
2310400,2010,47850877,2010-05-01,2011-03-06,9,"weekend",0,17
2310400,2010,47850877,2010-05-01,2011-03-06,10,"weekday",1,4
2310400,2010,47850877,2010-05-01,2011-03-06,10,"weekend",1,16
2311700,2010,47850883,2010-05-01,2011-03-06,1,"weekday",2,5
2311700,2010,47850883,2010-05-01,2011-03-06,1,"weekend",0,3
2311700,2010,47850883,2010-05-01,2011-03-06,2,"weekend",0,3
2311700,2010,47850883,2010-05-01,2011-03-06,5,"weekday",3,4
2311700,2010,47850883,2010-05-01,2011-03-06,5,"weekend",0,1
2311700,2010,47850883,2010-05-01,2011-03-06,6,"weekday",0,1
2311700,2010,47850883,2010-05-01,2011-03-06,7,"weekday",1,2
2311700,2010,47850883,2010-05-01,2011-03-06,8,"weekend",0,2
2311700,2010,47850883,2010-05-01,2011-03-06,10,"weekday",5,30
2311700,2010,47850883,2010-05-01,2011-03-06,10,"weekend",0,24
2311700,2010,47850883,2010-05-01,2011-03-06,12,"weekend",0,1
2316600,2005,96019,2005-05-07,2006-03-05,5,"weekend",0,2
2316600,2005,96019,2005-05-07,2006-03-05,7,"weekend",0,1
2327500,2004,95937,2004-05-01,2005-03-06,2,"weekend",1,13
2327500,2004,95937,2004-05-01,2005-03-06,5,"weekday",3,11
2327500,2004,95937,2004-05-01,2005-03-06,5,"weekend",3,14
2327500,2004,95937,2004-05-01,2005-03-06,6,"weekend",2,2
2327500,2004,95937,2004-05-01,2005-03-06,9,"weekday",1,25
2327500,2004,95937,2004-05-01,2005-03-06,9,"weekend",0,5
2327500,2004,95937,2004-05-01,2005-03-06,10,"weekday",3,51
2327500,2004,95937,2004-05-01,2005-03-06,10,"weekend",2,46
2328700,2012,287875024,2012-05-05,2013-03-03,1,"weekend",0,1
2328700,2012,287875024,2012-05-05,2013-03-03,5,"weekend",1,1
2328700,2012,287875024,2012-05-05,2013-03-03,6,"weekday",0,2
2328700,2012,287875024,2012-05-05,2013-03-03,8,"weekday",1,2
2328700,2012,287875024,2012-05-05,2013-03-03,9,"weekday",1,1
2328700,2012,287875024,2012-05-05,2013-03-03,9,"weekend",0,1
2328700,2012,287875024,2012-05-05,2013-03-03,10,"weekday",1,2
2328700,2012,287875024,2012-05-05,2013-03-03,10,"weekend",2,4
2328800,2004,96014,2004-05-01,2005-03-06,9,"weekday",0,4
2328800,2004,96014,2004-05-01,2005-03-06,10,"weekend",0,4
2328900,2004,95980,2004-05-01,2005-03-06,5,"weekday",0,2
2328900,2004,95980,2004-05-01,2005-03-06,5,"weekend",0,1
2328900,2004,95980,2004-05-01,2005-03-06,6,"weekday",0,2
2328900,2004,95980,2004-05-01,2005-03-06,8,"weekend",0,1
2328900,2004,95980,2004-05-01,2005-03-06,12,"weekday",1,1
2328900,2004,95980,2004-05-01,2005-03-06,12,"weekend",1,2
2329000,2004,96048,2004-05-01,2005-03-06,1,"weekend",0,2
2329000,2004,96048,2004-05-01,2005-03-06,2,"weekday",0,4
2329000,2004,96048,2004-05-01,2005-03-06,5,"weekday",2,11
2329000,2004,96048,2004-05-01,2005-03-06,5,"weekend",3,16
2329000,2004,96048,2004-05-01,2005-03-06,6,"weekday",8,28
2329000,2004,96048,2004-05-01,2005-03-06,6,"weekend",5,13
2329000,2004,96048,2004-05-01,2005-03-06,7,"weekday",1,5
2329000,2004,96048,2004-05-01,2005-03-06,7,"weekend",0,2
2329000,2004,96048,2004-05-01,2005-03-06,8,"weekday",2,11
2329000,2004,96048,2004-05-01,2005-03-06,9,"weekday",0,7
2329000,2004,96048,2004-05-01,2005-03-06,9,"weekend",2,12
2329000,2004,96048,2004-05-01,2005-03-06,10,"weekday",0,2
2329000,2004,96048,2004-05-01,2005-03-06,10,"weekend",0,5
2329000,2004,96048,2004-05-01,2005-03-06,12,"weekday",2,6
2329300,2004,95986,2004-05-01,2005-03-06,5,"weekend",3,5
2329300,2004,95986,2004-05-01,2005-03-06,6,"weekday",0,1
2329300,2004,95986,2004-05-01,2005-03-06,10,"weekend",0,7
2329400,2004,95933,2004-05-01,2005-03-06,5,"weekday",0,5
2329400,2004,95933,2004-05-01,2005-03-06,9,"weekday",0,1
2329400,2004,95933,2004-05-01,2005-03-06,10,"weekend",0,2
2329800,2004,95975,2004-05-01,2005-03-06,1,"weekend",0,3
2329800,2004,95975,2004-05-01,2005-03-06,2,"weekend",0,2
2329800,2004,95975,2004-05-01,2005-03-06,5,"weekend",1,17
2329800,2004,95975,2004-05-01,2005-03-06,8,"weekday",0,2
2329800,2004,95975,2004-05-01,2005-03-06,8,"weekend",0,2
2331600,2004,95806,2004-05-01,2005-03-06,2,"weekend",0,1
2331600,2004,95806,2004-05-01,2005-03-06,5,"weekday",6,65
2331600,2004,95806,2004-05-01,2005-03-06,5,"weekend",4,47
2331600,2004,95806,2004-05-01,2005-03-06,6,"weekday",0,4
2331600,2004,95806,2004-05-01,2005-03-06,6,"weekend",1,11
2331600,2004,95806,2004-05-01,2005-03-06,7,"weekday",0,16
2331600,2004,95806,2004-05-01,2005-03-06,7,"weekend",0,14
2331600,2004,95806,2004-05-01,2005-03-06,8,"weekday",1,14
2331600,2004,95806,2004-05-01,2005-03-06,8,"weekend",2,18
2331600,2004,95806,2004-05-01,2005-03-06,9,"weekday",0,6
2331600,2004,95806,2004-05-01,2005-03-06,9,"weekend",1,1
2331600,2004,95806,2004-05-01,2005-03-06,10,"weekend",0,2
2331600,2007,96214,2007-05-05,2008-03-02,1,"weekend",0,3
2331600,2007,96214,2007-05-05,2008-03-02,2,"weekend",1,3
2331600,2007,96214,2007-05-05,2008-03-02,5,"weekday",5,135
2331600,2007,96214,2007-05-05,2008-03-02,5,"weekend",8,78
2331600,2007,96214,2007-05-05,2008-03-02,6,"weekday",7,60
2331600,2007,96214,2007-05-05,2008-03-02,6,"weekend",3,42
2331600,2007,96214,2007-05-05,2008-03-02,7,"weekday",1,26
2331600,2007,96214,2007-05-05,2008-03-02,7,"weekend",4,50
2331600,2007,96214,2007-05-05,2008-03-02,8,"weekday",3,34
2331600,2007,96214,2007-05-05,2008-03-02,8,"weekend",1,27
2331600,2007,96214,2007-05-05,2008-03-02,9,"weekday",0,10
2331600,2007,96214,2007-05-05,2008-03-02,9,"weekend",2,13
2331600,2007,96214,2007-05-05,2008-03-02,10,"weekday",0,24
2331600,2007,96214,2007-05-05,2008-03-02,10,"weekend",3,23
2331600,2007,96214,2007-05-05,2008-03-02,12,"weekend",1,1
